wikidata_id,name,latitude,longitude,administrative_division,nuts_code,toid
,=== Liverpool (1 položek) ===,,,Liverpool,,
Q24826,Liverpool,53.407222222,-2.991666666,Liverpool,,4000000074559629
,=== Llanfair Pwllgwyngyll (1 položek) ===,,,Llanfair Pwllgwyngyll,,
Q322,Llanfairpwllgwyngyll,53.223333,-4.199444,Llanfair Pwllgwyngyll,,4000000074564779
,=== London (2 položek) ===,,,London,,
Q23311,City of London,51.515555555,-0.093055555,London,GB-LND,4000000074343985; 7000000000011105
,=== London Borough of Barnet (2 položek) ===,,,London Borough of Barnet,,
Q150201,Arkley,51.6477,-0.2311,London Borough of Barnet,,4000000074552691
,=== London Borough of Bromley (8 položek) ===,,,London Borough of Bromley,,
Q123605,Chelsfield,51.3582,0.1278,London Borough of Bromley,,4000000074549228
Q124024,Cudham,51.3193,0.071061111,London Borough of Bromley,,4000000074564240
Q125344,Downe,51.3359,0.0535,London Borough of Bromley,,4000000074564565
Q123229,Farnborough,51.3591,0.0741,London Borough of Bromley,,4000000074549230
Q124012,Green Street Green,51.352,0.08805,London Borough of Bromley,,4000000074548840
Q122322,Keston,51.3625,0.0271,London Borough of Bromley,,4000000074549606
Q122384,Pratt's Bottom,51.3397,0.1128,London Borough of Bromley,,4000000074564239
Q122313,Shortlands,51.3983,0.0039,London Borough of Bromley,,4000000074541230
,=== Long Marton (2 položek) ===,,,Long Marton,,
Q592786,Knock,54.6372,-2.4962,Long Marton,,4000000074547579
,=== Lynesack and Softley (1 položek) ===,,,Lynesack and Softley,,
Q544713,South Side,54.634,-1.839,Lynesack and Softley,,4000000074558217
,=== Maidstone (2 položek) ===,,,Maidstone,,
Q301948,Boxley,51.302,0.543,Maidstone,,4000000074546341; 7000000000018350
,=== Malvern Hills (16 položek) ===,,,Malvern Hills,,
Q582315,Bockleton,52.249847222,-2.597833333,Malvern Hills,,4000000074567485; 7000000000003371
Q521882,Hill Croome,52.062383333,-2.166366666,Malvern Hills,,4000000074580058; 7000000000003020
Q576836,Little Malvern,52.061780555,-2.337130555,Malvern Hills,,4000000074579005; 7000000000003275
Q592529,Madresfield,52.124347222,-2.287322222,Malvern Hills,,4000000074579706; 7000000000003606
Q589217,Malvern Wells,52.078477777,-2.332355555,Malvern Hills,,4000000074579116; 7000000000003274
,=== Manchester (1 položek) ===,,,Manchester,,
Q18125,Manchester,53.466666666,-2.233333333,Manchester,,4000000074567025
,=== Mapledurwell and Up Nately (2 položek) ===,,,Mapledurwell and Up Nately,,
Q582478,Mapledurwell,51.26,-1.01,Mapledurwell and Up Nately,,4000000074569706
,=== Medway (1 položek) ===,,,Medway,,
Q523651,St Mary Hoo,51.4667,0.6083,Medway,,4000000074544905
,=== Melton (2 položek) ===,,,Melton,,
Q264633,Freeby,52.7727,-0.8099,Melton,,4000000074560472; 7000000000023247
,=== Mendip (2 položek) ===,,,Mendip,,
Q212283,Wells,51.209444444,-2.645,Mendip,,4000000074551521; 7000000000010526
,=== Mid Suffolk (4 položek) ===,,,Mid Suffolk,,
Q239776,Hoxne,52.35,1.2,Mid Suffolk,,4000000074545964; 7000000000015620
Q603510,Wilby,52.301,1.286,Mid Suffolk,,4000000074544571; 7000000000015502
,=== Mid Ulster (2 položek) ===,,,Mid Ulster,,
Q574880,Ballymaguigan,54.7399,-6.52481,Mid Ulster,,
Q619278,Bellaghy,54.808,-6.519,Mid Ulster,,
,=== Middlesbrough (1 položek) ===,,,Middlesbrough,,
Q572027,Hemlington,54.524,-1.239,Middlesbrough,,4000000074558564
,=== Millington and Rostherne (1 položek) ===,,,Millington and Rostherne,,
Q545862,Rostherne,53.35,-2.38333,Millington and Rostherne,,4000000074555893
,=== Mortehoe (1 položek) ===,,,Mortehoe,,
Q542671,Woolacombe,51.172,-4.207,Mortehoe,,4000000074575892
,=== Muker (1 položek) ===,,,Muker,,
Q258304,Satron,54.3753,-2.09356,Muker,,4000000074564696
,=== Muncaster (3 položek) ===,,,Muncaster,,
Q173933,Ravenglass,54.354,-3.411,Muncaster,,4000000074560827
,=== New Forest (6 položek) ===,,,New Forest,,
Q186954,Beaulieu,50.818333333,-1.451944444,New Forest,,4000000074565328; 7000000000017562
,=== Newark and Sherwood (10 položek) ===,,,Newark and Sherwood,,
Q591927,Blidworth,53.098,-1.1165,Newark and Sherwood,,4000000074575133; 7000000000044578
Q595930,Kirton,53.22,-0.97,Newark and Sherwood,,4000000074576280; 7000000000008085
Q601196,Sutton on Trent,53.18,-0.82,Newark and Sherwood,,4000000074576558; 7000000000007814
,=== Newport (1 položek) ===,,,Newport,,
Q101254,Newport,51.588611111,-2.997777777,Newport,,4000000074556782
,"=== Newry, Mourne and Down (4 položek) ===",,,"Newry, Mourne and Down",,
Q170126,Drumlough,54.219,-6.179,"Newry, Mourne and Down",,
Q269980,Newry,54.175555555,-6.349166666,"Newry, Mourne and Down",,
,=== North Cave (2 položek) ===,,,North Cave,,
Q583146,Everthorpe,53.7755,-0.624051,North Cave,,4000000074543629
,=== North Devon (16 položek) ===,,,North Devon,,
Q592492,Challacombe,51.153,-3.869,North Devon,,4000000074574654; 7000000000023031
Q519750,Mortehoe,51.183333333,-4.2,North Devon,,4000000074577457; 7000000000023101
Q519750,Mortehoe,51.17438,-4.19287,North Devon,,4000000074577457; 7000000000023101
Q543013,North Molton,51.0583,-3.80611,North Devon,,4000000074576047; 7000000000023030
,=== North East Derbyshire (4 položek) ===,,,North East Derbyshire,,
Q516340,Tupton,53.190511111,-1.407288888,North East Derbyshire,,4000000074551638; 7000000000013651
,=== North Hertfordshire (4 položek) ===,,,North Hertfordshire,,
Q602057,Kelshall,52.0103,-0.064559,North Hertfordshire,,4000000074568823; 7000000000003985
,=== North Kesteven (2 položek) ===,,,North Kesteven,,
Q628445,Billinghay,53.0792,-0.28109,North Kesteven,,4000000074551768; 7000000000005394
,=== North Lincolnshire (2 položek) ===,,,North Lincolnshire,,
Q602355,Barnetby le Wold,53.5779,-0.4071,North Lincolnshire,,4000000074568934; 7000000000004114
,=== North Norfolk (4 položek) ===,,,North Norfolk,,
Q601728,Mundesley,52.876,1.438,North Norfolk,,4000000074542275; 7000000000006614
,=== North Northamptonshire (10 položek) ===,,,North Northamptonshire,,
Q589867,Finedon,52.334,-0.6597,North Northamptonshire,,4000000074572512; 7000000000007402
Q594057,Mears Ashby,52.29335,-0.77205,North Northamptonshire,,4000000074572842; 7000000000007370
Q537555,Stanwick,52.3286,-0.5631,North Northamptonshire,,4000000074572183; 7000000000041578
Q517510,Sutton Bassett,52.5053,-0.8657,North Northamptonshire,,4000000074571926; 7000000000007642
,=== North Somerset (2 položek) ===,,,North Somerset,,
Q594293,Kenn,51.4174,-2.8402,North Somerset,,4000000074559748; 7000000000000867
,=== North Warwickshire (4 položek) ===,,,North Warwickshire,,
Q519687,Kingsbury,52.561430555,-1.69165,North Warwickshire,,4000000074574312; 7000000000010128
,=== North West Leicestershire (4 položek) ===,,,North West Leicestershire,,
Q547166,Castle Donington,52.844422222,-1.337694444,North West Leicestershire,,4000000074551250; 7000000000023637
,=== North Yorkshire (8 položek) ===,,,North Yorkshire,,
Q593871,Beal,53.723,-1.194,North Yorkshire,,4000000074544746; 7000000000021033
Q494155,Dalton,54.471019444,-1.824372222,North Yorkshire,,4000000074556345; 7000000000022012
Q599130,East Hauxwell,54.339,-1.74,North Yorkshire,,4000000074547552; 7000000000021907
,=== Northern Ireland (48 položek) ===,,,Northern Ireland,,
Q482369,Ardmore,54.956,-7.279,Northern Ireland,,
Q574851,Artikelly,55.0667,-6.93333,Northern Ireland,,
Q574851,Artikelly,55.070101,-6.933036,Northern Ireland,,
Q574845,Ballerin,55.0198,-6.738,Northern Ireland,,
Q170136,Ballylough,54.267,-5.933,Northern Ireland,,
Q205107,Burren,54.132,-6.264,Northern Ireland,,
Q482373,Derrynaflaw,54.927,-6.965,Northern Ireland,,
Q482374,Desertmartin,54.7667,-6.68333,Northern Ireland,,
Q135516,Edenderry,54.541,-5.962,Northern Ireland,,
Q482371,Glenone,54.8722,-6.48583,Northern Ireland,,
Q205095,Killinchy,54.4667,-5.66667,Northern Ireland,,
Q205099,Killowen,54.0667,-6.18333,Northern Ireland,,
Q232805,Kircubbin,54.4833,-5.53333,Northern Ireland,,
Q482372,Lettershendoney,54.98,-7.217,Northern Ireland,,
Q232597,Lurganare,54.23,-6.352,Northern Ireland,,
Q482367,Macosquin,55.1,-6.707,Northern Ireland,,
Q116615,Magheraconluce,54.427916,-6.012732,Northern Ireland,,
Q116615,Magheraconluce,54.427,-6.008,Northern Ireland,,
Q116762,Mayobridge,54.1667,-6.23333,Northern Ireland,,
Q170281,Mazetown,54.488,-6.123,Northern Ireland,,
Q116420,Moneyslane,54.288,-6.088,Northern Ireland,,
Q116420,Moneyslane,54.285606,-6.076439,Northern Ireland,,
Q135441,Monteith,54.281,-6.17,Northern Ireland,,
Q619186,Newbuildings,54.958,-7.355,Northern Ireland,,
Q170529,Poyntzpass,54.2887,-6.37204,Northern Ireland,,
Q135043,Ravernet,54.4667,-6.05,Northern Ireland,,
Q576454,Sion Mills,54.7854,-7.47427,Northern Ireland,,
Q135045,Tullylish,54.374,-6.345,Northern Ireland,,
,=== Northumberland (10 položek) ===,,,Northumberland,,
Q451687,Bellingham,55.145,-2.254,Northumberland,,4000000074548821; 7000000000019398
Q122953,Corbridge,54.975,-2.017,Northumberland,,4000000074549938; 7000000000019257
Q583753,North Sunderland,55.577,-1.66,Northumberland,,4000000074559606; 7000000000019301
Q578750,Rothbury,55.3097,-1.9109,Northumberland,,4000000074557733; 7000000000019350
,=== Norwich (1 položek) ===,,,Norwich,,
Q130191,Norwich,52.628611111,1.292777777,Norwich,,4000000074573264
,=== Old Newton with Dagworth (1 položek) ===,,,Old Newton with Dagworth,,
Q576519,Old Newton,52.222938888,1.001830555,Old Newton with Dagworth,,4000000074545107
,=== Old Stratford (3 položek) ===,,,Old Stratford,,
Q592420,Passenham,52.048,-0.864,Old Stratford,,4000000074545468
,=== Outer Hebrides (2 položek) ===,,,Outer Hebrides,,
Q151589,Ness,58.47,-6.25,Outer Hebrides,,4000000074542534
,=== Over Wyresdale (1 položek) ===,,,Over Wyresdale,,
Q306453,Abbeystead,53.983,-2.667,Over Wyresdale,,4000000074565952
,=== Oxford (1 položek) ===,,,Oxford,,
Q34217,Oxford,51.751944444,-1.257777777,Oxford,GB-OXF,4000000074563668
,=== Pembrokeshire (4 položek) ===,,,Pembrokeshire,,
Q519215,Johnston,51.754,-4.9976,Pembrokeshire,,4000000074575342; 7000000000024032
,=== Pendle (2 položek) ===,,,Pendle,,
Q303243,Barrowford,53.851,-2.221,Pendle,,4000000074551054; 7000000000004595
,=== Perth and Kinross (4 položek) ===,,,Perth and Kinross,,
Q459768,Kenmore,56.5852,-3.9988,Perth and Kinross,,4000000074549413
Q124640,Kinloch Rannoch,56.6999,-4.18675,Perth and Kinross,,4000000074549044
Q203000,Perth,56.395833333,-3.433333333,Perth and Kinross,,4000000074541547
,=== Peter Tavy (1 položek) ===,,,Peter Tavy,,
Q603435,Cudlipptown,50.5922,-4.0918,Peter Tavy,,4000000074556582
,=== Powys (2 položek) ===,,,Powys,,
Q425944,Adfa,52.5994,-3.38911,Powys,,4000000074554256
,=== Preston (1 položek) ===,,,Preston,,
Q184090,Preston,53.759444444,-2.698055555,Preston,,4000000074574696
,=== Redcar and Cleveland (1 položek) ===,,,Redcar and Cleveland,,
Q303161,Boosbeck,54.5423,-0.98072,Redcar and Cleveland,,4000000074576664
,=== Rhondda Cynon Taf (8 položek) ===,,,Rhondda Cynon Taf,,
Q258665,Rhigos,51.7333,-3.56667,Rhondda Cynon Taf,,4000000074565231; 7000000000006262
Q478218,Treforest,51.5878,-3.3221,Rhondda Cynon Taf,,4000000074555289
Q302872,Treorchy,51.6594,-3.5055,Rhondda Cynon Taf,,4000000074551659; 7000000000006294
,=== Ribble Valley (4 položek) ===,,,Ribble Valley,,
Q518681,Paythorne,53.963,-2.261,Ribble Valley,,4000000074563393; 7000000000004721
,=== Rotherham (2 položek) ===,,,Rotherham,,
Q585941,Wentworth,53.482,-1.419,Rotherham,,4000000074570290; 7000000000009221
,=== Rugby (2 položek) ===,,,Rugby,,
Q546248,Princethorpe,52.326638888,-1.414488888,Rugby,,4000000074557665; 7000000000009867
,=== Runnymede (1 položek) ===,,,Runnymede,,
Q262388,New Haw,51.358,-0.4888,Runnymede,,4000000074554126
,=== Rushcliffe (2 položek) ===,,,Rushcliffe,,
Q571232,Saxondale,52.952,-0.986,Rushcliffe,,4000000074562294; 7000000000007802
,=== Salford (1 položek) ===,,,Salford,,
Q47952,Salford,53.482777777,-2.293055555,Salford,,4000000074572014
,=== Saltash (2 položek) ===,,,Saltash,,
Q570713,Trematon,50.415,-4.262222222,Saltash,,4000000074555550
,=== Scarborough (4 položek) ===,,,Scarborough,,
Q600626,Harwood Dale,54.3492,-0.5212,Scarborough,,4000000074556741; 7000000000021112
Q260443,Sneaton,54.4575,-0.6228,Scarborough,,4000000074574203; 7000000000021224
,=== Sedgemoor (4 položek) ===,,,Sedgemoor,,
Q583056,Catcott,51.15,-2.865,Sedgemoor,,4000000074576142; 7000000000010580
,=== Sevenoaks (2 položek) ===,,,Sevenoaks,,
Q578209,Chiddingstone,51.186088888,0.14845,Sevenoaks,,4000000074544801; 7000000000018453
,=== Sheffield (2 položek) ===,,,Sheffield,,
Q42448,Sheffield,53.380833333,-1.470277777,Sheffield,,4000000074569935
,=== Sheriffhales (1 položek) ===,,,Sheriffhales,,
Q578880,Chadwell,52.7284,-2.3173,Sheriffhales,,4000000074562822
,=== Shetland Islands (1 položek) ===,,,Shetland Islands,,
Q598075,Skaw,60.82508,-0.79134,Shetland Islands,,4000000074541668
,=== Shropshire (5 položek) ===,,,Shropshire,,
Q590571,Claverley,52.538,-2.306,Shropshire,,4000000074568093; 7000000000009317
Q578454,Donington,52.643,-2.285,Shropshire,,7000000000009328
Q578185,Prees,52.897,-2.666,Shropshire,,4000000074561083; 7000000000009599
,=== Slip End (2 položek) ===,,,Slip End,,
Q547343,Aley Green,51.854,-0.452,Slip End,,4000000074550968
,=== South Cambridgeshire (1 položek) ===,,,South Cambridgeshire,,
Q401649,Willingham,52.32,0.07,South Cambridgeshire,,7000000000001396
,=== South Derbyshire (2 položek) ===,,,South Derbyshire,,
Q603932,Coton in the Elms,52.735277777,-1.640555555,South Derbyshire,,4000000074551602; 7000000000013448
,=== South Gloucestershire (10 položek) ===,,,South Gloucestershire,,
Q599688,Falfield,51.637,-2.459,South Gloucestershire,,4000000074570129; 7000000000000856
Q431822,Frampton Cotterell,51.54,-2.48,South Gloucestershire,,4000000074570118; 7000000000000727
Q577385,Rangeworthy,51.5667,-2.45,South Gloucestershire,,4000000074570817; 7000000000000725
Q530885,Stoke Gifford,51.517,-2.548,South Gloucestershire,,4000000074570467; 7000000000186449
,=== South Kesteven (2 položek) ===,,,South Kesteven,,
Q594132,Carlby,52.713,-0.446,South Kesteven,,4000000074549868; 7000000000005655
,=== South Norfolk (6 položek) ===,,,South Norfolk,,
Q181821,Hethersett,52.598269444,1.183269444,South Norfolk,,4000000074573548; 7000000000006664
,=== South Oxfordshire (4 položek) ===,,,South Oxfordshire,,
Q507607,Ipsden,51.566,-1.083,South Oxfordshire,,4000000074550265; 7000000000008345
,=== South Somerset (10 položek) ===,,,South Somerset,,
Q585552,Chillington,50.8958,-2.8695,South Somerset,,4000000074575564; 7000000000010264
Q585129,Chilton Cantelo,51.0003,-2.607,South Somerset,,4000000074550381; 7000000000010248
Q593655,East Coker,50.9101,-2.6485,South Somerset,,4000000074551131; 7000000000010226
Q430187,Hardington Mandeville,50.9009,-2.691,South Somerset,,4000000074551136; 7000000000010216
,=== South Staffordshire (8 položek) ===,,,South Staffordshire,,
Q260259,Huntington,52.715,-2.042,South Staffordshire,,4000000074560828; 7000000000014905
Q591742,Lower Penn,52.5551,-2.1781,South Staffordshire,,4000000074568099; 7000000000015186
,=== Southend-on-Sea (1 položek) ===,,,Southend-on-Sea,,
Q203995,Southend-on-Sea,51.53789,0.71377,Southend-on-Sea,,4000000074548096
,=== Speldhurst (2 položek) ===,,,Speldhurst,,
Q569969,Stone Cross,51.1297,0.1743,Speldhurst,,4000000074543706
,=== St Albans (1 položek) ===,,,St Albans,,
Q6226,St Albans,51.755,-0.336,St Albans,,4000000074550620
,=== St Edmundsbury (5 položek) ===,,,St Edmundsbury,,
Q549710,Ickworth,52.217,0.671,St Edmundsbury,,7000000000015816
Q507516,Withersfield,52.106,0.418,St Edmundsbury,,4000000074559595; 7000000000015895
,=== St Ives (2 položek) ===,,,St Ives,,
Q431799,Lelant,50.184,-5.44,St Ives,,4000000074575091
,=== St Minver Lowlands (1 položek) ===,,,St Minver Lowlands,,
Q534730,Rock,50.5437,-4.9182,St Minver Lowlands,,4000000074338534
,=== St. Mary's (1 položek) ===,,,St. Mary's,,
Q601396,Old Town,49.9131,-6.29944,St. Mary's,,4000000074555187
,=== Staffordshire Moorlands (4 položek) ===,,,Staffordshire Moorlands,,
Q589577,Heaton,53.1603,-2.07372,Staffordshire Moorlands,,4000000074576356; 7000000000015082
Q429209,Quarnford,53.202777777,-1.963055555,Staffordshire Moorlands,,7000000000014997
,=== Stanhope (2 položek) ===,,,Stanhope,,
Q428342,Stanhope,54.7471,-2.006,Stanhope,,4000000074546327
,=== Stanley (1 položek) ===,,,Stanley,,
Q601327,The Middles,54.854,-1.67,Stanley,,4000000074577636
,=== Stirling (1 položek) ===,,,Stirling,,
Q182923,Stirling,56.1166,-3.9369,Stirling,,4000000074551019
,=== Stixwould and Woodhall (1 položek) ===,,,Stixwould and Woodhall,,
Q254284,Old Woodhall,53.1942,-0.175505,Stixwould and Woodhall,,
,=== Stockport (1 položek) ===,,,Stockport,,
Q18636,Hazel Grove,53.3754,-2.1119,Stockport,,4000000074545284
,=== Stoke-by-Nayland (2 položek) ===,,,Stoke-by-Nayland,,
Q127517,Withermarsh Green,51.995,0.927,Stoke-by-Nayland,,
,=== Stratford-on-Avon (9 položek) ===,,,Stratford-on-Avon,,
Q592896,Compton Verney,52.1735,-1.54519,Stratford-on-Avon,,7000000000009931
Q601448,Gaydon,52.183611111,-1.47,Stratford-on-Avon,,4000000074555136; 7000000000009945
Q591134,Wixford,52.187,-1.872,Stratford-on-Avon,,4000000074544358; 7000000000010158
,=== Sunderland (2 položek) ===,,,Sunderland,,
Q188304,Sunderland,54.9,-1.380277777,Sunderland,,4000000074553839
Q588825,Warden Law,54.843122222,-1.428677777,Sunderland,,7000000000009732
,=== Sutton upon Tern (1 položek) ===,,,Sutton upon Tern,,
Q601645,Ternhill,52.8833,-2.55,Sutton upon Tern,,4000000074561474
,=== Swale (6 položek) ===,,,Swale,,
Q301744,Badlesmere,51.259,0.885,Swale,,7000000000018192
Q595600,Bredgar,51.299997222,0.7,Swale,,4000000074546973; 7000000000018282
Q600715,Hernhill,51.308,0.9615,Swale,,4000000074566821; 7000000000018175
Q594200,Tonge,51.351944444,0.780833333,Swale,,7000000000018271
,=== Swansea (1 položek) ===,,,Swansea,,
Q23051,Swansea,51.616666666,-3.95,Swansea,,4000000074548710
,=== Tatworth and Forton (1 položek) ===,,,Tatworth and Forton,,
Q601181,Tatworth,50.845,-2.9601,Tatworth and Forton,,4000000074576395
,=== Teignbridge (4 položek) ===,,,Teignbridge,,
Q596082,Dunchideock,50.68,-3.58,Teignbridge,,4000000074314794; 7000000000023148
,=== Telford and Wrekin (1 položek) ===,,,Telford and Wrekin,,
Q264693,Waters Upton,52.7733,-2.54972,Telford and Wrekin,,4000000074560196
,=== Test Valley (4 položek) ===,,,Test Valley,,
Q547492,Stockbridge,51.114002777,-1.490647222,Test Valley,,4000000074567663; 7000000000017770
,=== Tewkesbury (8 položek) ===,,,Tewkesbury,,
Q548268,Brockworth,51.85,-2.15,Tewkesbury,,4000000074576718; 7000000000020373
Q573071,Dumbleton,52.0224,-1.97809,Tewkesbury,,4000000074563388; 7000000000020336
Q256243,Maisemore,51.889,-2.271,Tewkesbury,,4000000074577909; 7000000000020505
,=== Three Rivers (2 položek) ===,,,Three Rivers,,
Q9666,Croxley Green,51.647,-0.445,Three Rivers,,4000000074562752; 7000000000003821
,=== Torridge (4 položek) ===,,,Torridge,,
Q519234,Welcombe,50.933333333,-4.516666666,Torridge,,4000000074575644; 7000000000023145
,=== Trimdon (1 položek) ===,,,Trimdon,,
Q573041,Trimdon Colliery,54.718333333,-1.411388888,Trimdon,,
,=== Trimdon Foundry (1 položek) ===,,,Trimdon Foundry,,
Q573041,Trimdon Colliery,54.718333333,-1.411388888,Trimdon Foundry,,
,=== Tritlington and West Chevington (2 položek) ===,,,Tritlington and West Chevington,,
Q547475,Causey Park Bridge,55.244,-1.711,Tritlington and West Chevington,,4000000074330765
,=== Uffculme (1 položek) ===,,,Uffculme,,
Q585075,Appledore,50.9206,-3.3302,Uffculme,,4000000074576686
,=== Upham (1 položek) ===,,,Upham,,
Q594875,Lower Upham,50.973,-1.2556,Upham,,4000000074561916
,=== Uttlesford (52 položek) ===,,,Uttlesford,,
Q125781,Chrishall,52.032,0.109,Uttlesford,,4000000074569522; 7000000000020134
Q158921,Clavering,51.965,0.145,Uttlesford,,4000000074571272; 7000000000020138
Q158917,Elmdon,52.034561111,0.134288888,Uttlesford,,4000000074569520; 7000000000020131
Q158964,Great Easton,51.904,0.333,Uttlesford,,4000000074559268; 7000000000020002
Q126573,Great Hallingbury,51.855277777,0.194444444,Uttlesford,,4000000074558908; 7000000000020051
Q126588,Lindsell,51.9167,0.383333,Uttlesford,,4000000074559264; 7000000000019998
Q126525,Little Bardfield,51.950613888,0.414047222,Uttlesford,,4000000074559573; 7000000000019999
Q158962,Littlebury,52.033,0.217,Uttlesford,,4000000074555184; 7000000000020116
Q126579,Stansted Mountfitchet,51.898,0.198,Uttlesford,,4000000074559526; 7000000000020046
Q125804,Stebbing,51.8956,0.4095,Uttlesford,,4000000074558899; 7000000000019997
Q125800,Tilty,51.9131,0.32528,Uttlesford,,4000000074559269; 7000000000020039
,=== Wakefield (1 položek) ===,,,Wakefield,,
Q216638,Wakefield,53.6825,-1.4975,Wakefield,,4000000074573196
,=== Wark (1 položek) ===,,,Wark,,
Q526502,Stonehaugh,55.083,-2.323,Wark,,4000000074548818
,=== West Berkshire (4 položek) ===,,,West Berkshire,,
Q258642,Aldermaston,51.383,-1.15,West Berkshire,,4000000074571102; 7000000000000453
Q521984,Ashampstead,51.49,-1.19,West Berkshire,,4000000074552161; 7000000000000419
,=== West Hallam (1 položek) ===,,,West Hallam,,
Q593594,West Hallam,52.97,-1.36,West Hallam,,4000000074551994
,=== West Lindsey (4 položek) ===,,,West Lindsey,,
Q592797,Hackthorn,53.3288,-0.50765,West Lindsey,,4000000074574879; 7000000000005519
Q574397,Torksey,53.2986,-0.745252,West Lindsey,,4000000074575720; 7000000000005912
,=== West Lothian (4 položek) ===,,,West Lothian,,
Q4114,Dechmont,55.9214,-3.53665,West Lothian,,4000000074559812
Q3980,Kirknewton,55.887658333,-3.419194444,West Lothian,,4000000074558319
Q4115,Mid Calder,55.8918,-3.481,West Lothian,,4000000074558695
Q4112,Stoneyburn,55.848,-3.631,West Lothian,,4000000074556460
,=== West Northamptonshire (12 položek) ===,,,West Northamptonshire,,
Q603635,Flore,52.2388,-1.0569,West Northamptonshire,,4000000074573536; 7000000000007582
Q570955,Hollowell,52.3373,-0.9961,West Northamptonshire,,4000000074571907; 7000000000007574
Q584511,Nether Heyford,52.220833333,-1.036111111,West Northamptonshire,,4000000074573230; 7000000000007533
Q596526,Stoke Bruerne,52.1424,-0.915688888,West Northamptonshire,,4000000074545497; 7000000000007337
Q302389,Sulgrave,52.103,-1.184,West Northamptonshire,,4000000074545727; 7000000000007658
,=== West Oxfordshire (2 položek) ===,,,West Oxfordshire,,
Q600206,Freeland,51.814,-1.404,West Oxfordshire,,4000000074566921; 7000000000008629
,=== Westmorland and Furness (6 položek) ===,,,Westmorland and Furness,,
Q535845,Colton,54.266,-3.052,Westmorland and Furness,,4000000074560591; 7000000000012929
Q570343,Orton,54.468419444,-2.583722222,Westmorland and Furness,,4000000074546093; 7000000000012893
,=== Weymouth (3 položek) ===,,,Weymouth,,
Q537875,Preston,50.65,-2.41667,Weymouth,,4000000074548536
Q568114,Wyke Regis,50.592,-2.475,Weymouth,,4000000074553419
,=== Whitehill (2 položek) ===,,,Whitehill,,
Q569891,Longmoor,51.0735,-0.870217,Whitehill,,
,=== Wiltshire (22 položek) ===,,,Wiltshire,,
Q302598,Chilton Foliat,51.434,-1.539,Wiltshire,,4000000074566172; 7000000000017263
Q17565,Kingston Deverill,51.133,-2.22,Wiltshire,,4000000074548513; 7000000000017072
Q251961,Limpley Stoke,51.3467,-2.3165,Wiltshire,,4000000074568723; 7000000000017224
Q581429,Little Bedwyn,51.391,-1.582,Wiltshire,,4000000074565845; 7000000000017241
Q578545,Lydiard Tregoze,51.55,-1.85,Wiltshire,,7000000000017173
Q550503,Ogbourne St George,51.468,-1.713,Wiltshire,,4000000074565854; 7000000000016865
Q160642,Salisbury,51.074,-1.7936,Wiltshire,,4000000074543263; 7000000000044142
Q512078,Semington,51.343,-2.151,Wiltshire,,4000000074570068; 7000000000017049
Q583272,Woodborough,51.338,-1.847,Wiltshire,,4000000074564256; 7000000000016949
,=== Winchester (7 položek) ===,,,Winchester,,
Q255750,Upham,50.978661111,-1.242819444,Winchester,,4000000074563082; 7000000000017532
Q518080,West Meon,51.011919444,-1.087730555,Winchester,,4000000074561910; 7000000000017524
Q172157,Winchester,51.063333333,-1.308611111,Winchester,,4000000074565988
,=== Wirral (2 položek) ===,,,Wirral,,
Q604423,Caldy,53.359,-3.164,Wirral,,4000000074548305
Q122353,Greasby,53.373,-3.1233,Wirral,,4000000074559947
,=== Wokingham (2 položek) ===,,,Wokingham,,
Q598948,Wargrave,51.499,-0.867,Wokingham,,4000000074567253; 7000000000000350
,=== Worcestershire (1 položek) ===,,,Worcestershire,,
Q545997,Bowling Green,52.156977777,-2.270694444,Worcestershire,,
,=== Wychavon (18 položek) ===,,,Wychavon,,
Q180356,Broadway,52.04,-1.86,Wychavon,,4000000074565003; 7000000000002903
Q582357,Defford,52.087347222,-2.119102777,Wychavon,,4000000074578291; 7000000000003049
Q303559,Honeybourne,52.095,-1.831,Wychavon,,4000000074565304; 7000000000002906
Q596641,Upton Warren,52.305,-2.103,Wychavon,,4000000074567694; 7000000000003176
Q549572,Wyre Piddle,52.1245,-2.0509,Wychavon,,4000000074578402; 7000000000002946
,=== Wye with Hinxhill (1 položek) ===,,,Wye with Hinxhill,,
Q590063,Wye,51.1815,0.9413,Wye with Hinxhill,,4000000074564853
,=== Wyre (2 položek) ===,,,Wyre,,
Q600901,Winmarleigh,53.916666666,-2.816666666,Wyre,,4000000074330832; 7000000000004975
,=== Yarnfield and Cold Meece (1 položek) ===,,,Yarnfield and Cold Meece,,
Q593913,Yarnfield,52.891,-2.201,Yarnfield and Cold Meece,,4000000074561268
